game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,pred_total,pred_margin,actual_total,actual_margin,market_total,spread_home,market_total_1h,market_total_2h,spread_home_1h,err_model_total,actual_total_1h,actual_total_2h,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,err_model_total_1h,err_model_total_2h,ats_result,actual_margin_1h,ats_result_1h,ml_model_p_home,home_win,brier_ml,logloss_ml,book,bet,line,price,pred_total_pick,edge,pick_result,no_pred
401823637,2025,2025-11-21,2025-11-22 02:30:00+00:00,Purdue Boilermakers,Texas Tech Red Raiders,86,56,49,26,37,30,True,Baha Mar Convention Center,134.6553192138672,3.013746738433838,142,30,153.5,3.5,74.44749999999999,79.05250000000001,1.75,-7.3446807861328125,75,67,65.30782981872558,69.34748939514161,1.506873369216919,1.506873369216919,-9.69217018127442,2.347489395141608,home_cover,23,home_cover,0.6060014735492821,1.0,0.15523483884533704,0.5008728613163035,,,,,,,,0
401813377,2025,2025-11-21,2025-11-22 00:00:00+00:00,Duke Blue Devils,Niagara Purple Eagles,100,42,47,19,53,23,False,Cameron Indoor Stadium,127.52540893554688,34.76381988525391,142,58,146.5,-39.5,71.0525,75.4475,-19.75,-14.474591064453122,66,76,61.84982333374023,65.67558560180665,17.381909942626955,17.381909942626955,-4.150176666259767,-10.324414398193355,home_cover,28,home_cover,0.9930790689622004,1.0,4.78992864299773e-05,0.006944991760346895,,,,,,,,0
401817243,2025,2025-11-21,2025-11-21 23:30:00+00:00,Cincinnati Bearcats,Louisville Cardinals,64,74,32,28,32,46,True,Heritage Bank Center,156.33444213867188,-0.7254629135131836,138,-10,163.75,9.5,79.41875,84.33125,4.75,18.334442138671875,60,78,75.82220443725586,80.51223770141601,-0.3627314567565918,-0.3627314567565918,15.822204437255863,2.512237701416012,away_cover,4,away_cover,0.47411377585985337,0.0,0.22478387246008727,0.6426703935575643,,,,,,,,0
401819836,2025,2025-11-21,2025-11-21 21:00:00+00:00,BYU Cougars,Wisconsin Badgers,98,70,45,33,53,37,False,Delta Center,127.18702392578126,-4.683543777465821,168,28,163.5,-4.5,79.2975,84.2025,-2.25,-40.81297607421874,78,90,61.68570660400391,65.50131732177735,-2.3417718887329104,-2.3417718887329104,-16.31429339599609,-24.49868267822265,home_cover,12,home_cover,0.3387033938692868,1.0,0.43731320127999973,1.0826304989272828,,,,,,,,0
401827489,2025,2025-11-21,2025-11-22 00:00:00+00:00,Florida Gators,Merrimack Warriors,80,45,44,17,36,28,False,Stephen C. O'Connell Center,126.79668579101562,22.54692230224609,125,35,158.75,-38.25,76.99374999999999,81.75625000000001,-19.125,1.7966857910156193,61,64,61.49639260864257,65.30029318237305,11.273461151123046,11.273461151123046,0.49639260864257295,1.3002931823730535,home_cover,27,home_cover,0.9616165316518506,1.0,0.0014732906424333892,0.03913952353132326,,,,,,,,0
401820187,2025,2025-11-21,2025-11-22 00:00:00+00:00,Kentucky Wildcats,Loyola Maryland Greyhounds,88,46,50,20,38,26,False,Rupp Arena,150.79177856445312,16.85737419128418,134,42,156.5,-35.5,75.9025,80.5975,-17.75,16.791778564453125,70,64,73.13401260375976,77.65776596069337,8.42868709564209,8.42868709564209,3.134012603759757,13.657765960693368,home_cover,30,home_cover,0.9174501818313389,1.0,0.006814472479679016,0.08615699825909767,,,,,,,,0
401823371,2025,2025-11-21,2025-11-21 23:30:00+00:00,Michigan State Spartans,Detroit Mercy Titans,84,56,41,25,43,31,False,Breslin Center,152.2840576171875,32.71820068359375,140,28,151.5,-31.5,73.47749999999999,78.02250000000001,-15.75,12.2840576171875,66,74,73.85776794433593,78.42628967285157,16.359100341796875,16.359100341796875,7.857767944335933,4.426289672851567,home_cover,16,home_cover,0.9907517409757595,1.0,8.553029497944648e-05,0.009291289682998343,,,,,,,,0
401813761,2025,2025-11-21,2025-11-22 03:30:00+00:00,UCLA Bruins,Presbyterian Blue Hose,86,46,41,22,45,24,False,Pauley Pavilion,150.3877410888672,46.15377426147461,132,40,131.0,-26.5,63.535,67.465,-13.25,18.387741088867188,63,69,72.93805442810059,77.4496866607666,23.076887130737305,23.076887130737305,9.938054428100585,8.449686660766602,home_cover,19,home_cover,0.9986324914446855,1.0,1.8700796488584435e-06,0.0013684444484641932,,,,,,,,0
401826788,2025,2025-11-21,2025-11-22 01:00:00+00:00,Arkansas Razorbacks,Jackson State Tigers,115,61,47,19,68,42,False,Bud Walton Arena,147.8832244873047,39.99054718017578,176,54,159.75,-29.5,77.47874999999999,82.27125000000001,-14.75,-28.116775512695312,66,110,71.72336387634277,76.15986061096191,19.99527359008789,19.99527359008789,5.723363876342773,-33.840139389038086,home_cover,28,home_cover,0.996707910573455,1.0,1.0837852792369515e-05,0.003297520275443712,,,,,,,,0
401827505,2025,2025-11-21,2025-11-21 16:00:00+00:00,William & Mary Tribe,Regent Royals,104,57,60,30,44,27,False,Kaplan Arena,142.26210021972656,3.5556516647338867,161,47,,,,,,-18.737899780273438,90,71,68.99711860656738,73.26498161315918,1.7778258323669434,1.7778258323669434,-21.002881393432617,2.264981613159179,away_cover,30,away_cover,0.6243258395742648,1.0,0.14113107481158102,0.47108286809570765,,,,,,,,0
