game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,venue,neutral_site
401823636,2025-11-20,2025-11-20 23:00:00+00:00,Purdue Boilermakers,Memphis Tigers,80,71,36,35,44,36,,Baha Mar Convention Center,True
401812629,2025-11-20,2025-11-21 02:00:00+00:00,Houston Cougars,Rider Broncs,91,45,47,25,44,20,,Fertitta Center,False
401809078,2025-11-20,2025-11-21 00:00:00+00:00,St. John's Red Storm,Bucknell Bison,97,49,41,25,56,24,,Carnesecca Arena,False
401817531,2025-11-20,2025-11-21 01:59:00+00:00,Texas Tech Red Raiders,Wake Forest Demon Deacons,84,83,35,34,49,49,,Baha Mar Convention Center,True
401829386,2025-11-20,2025-11-21 00:00:00+00:00,Tennessee Volunteers,Tennessee State Tigers,89,60,43,21,46,39,,Food City Center,False
401820482,2025-11-20,2025-11-20 17:30:00+00:00,Incarnate Word Cardinals,Southern Indiana Screaming Eagles,87,81,41,38,46,43,,Ocean Center,True
401820483,2025-11-20,2025-11-20 19:30:00+00:00,UIC Flames,High Point Panthers,80,90,39,41,41,49,,Ocean Center,True
401827130,2025-11-20,2025-11-20 21:00:00+00:00,Marshall Thundering Herd,Arkansas-Pine Bluff Golden Lions,98,70,35,37,63,33,,Cam Henderson Center,False
401825578,2025-11-20,2025-11-20 23:00:00+00:00,Montana State Bobcats,Nobel Knights,92,55,54,26,38,29,,Walter Pyramid,True
401822399,2025-11-20,2025-11-20 23:00:00+00:00,Indiana Hoosiers,Lindenwood Lions,73,53,34,18,39,35,,Simon Skjodt Assembly Hall,False
401817197,2025-11-20,2025-11-20 23:00:00+00:00,St. Bonaventure Bonnies,Robert Morris Colonials,75,61,37,33,38,28,,Reilly Center,False
401818551,2025-11-20,2025-11-20 23:30:00+00:00,Stony Brook Seawolves,Brown Bears,80,70,49,32,31,38,,Stony Brook Arena,False
401830835,2025-11-20,2025-11-21 00:00:00+00:00,Delaware State Hornets,Kean Cougars,66,64,38,37,28,27,,Memorial Hall (DE),False
401829402,2025-11-20,2025-11-21 00:00:00+00:00,Cornell Big Red,Colgate Raiders,95,94,37,41,38,34,,Newman Arena,False
401827238,2025-11-20,2025-11-21 00:00:00+00:00,New Mexico Lobos,Nebraska Cornhuskers,72,84,25,43,47,41,,T-Mobile Center,True
401827006,2025-11-20,2025-11-21 00:00:00+00:00,Vanderbilt Commodores,Texas Southern Tigers,109,74,60,33,49,41,,Memorial Gymnasium (TN),False
401826863,2025-11-20,2025-11-21 00:00:00+00:00,Princeton Tigers,Northeastern Huskies,70,57,33,20,37,37,,Jadwin Gymnasium,False
401824063,2025-11-20,2025-11-21 00:00:00+00:00,Florida Atlantic Owls,Pacific Tigers,82,59,40,28,42,31,,Eleanor R. Baldwin Arena,False
401823493,2025-11-20,2025-11-21 00:00:00+00:00,Queens University Royals,UNC Greensboro Spartans,101,94,51,39,50,55,,Curry Arena,False
401823410,2025-11-20,2025-11-21 00:00:00+00:00,Wright State Raiders,Ohio Wesleyan Battling Bishops,100,47,52,24,48,23,,Nutter Center,False
401823385,2025-11-20,2025-11-21 00:00:00+00:00,Central Michigan Chippewas,Northern Kentucky Norse,66,90,30,44,36,46,,McGuirk Arena,False
