game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,completed,neutral_site,venue
401827728,2026,2026-03-07,2026-03-07 17:00:00+00:00,2026-03-07 12:00,EST,Oklahoma State Cowboys,Houston Cougars,0,0,,,,,STATUS_SCHEDULED,False,False,Gallagher-Iba Arena
401820794,2026,2026-03-07,2026-03-07 17:00:00+00:00,2026-03-07 12:00,EST,Virginia Cavaliers,Virginia Tech Hokies,0,0,,,,,STATUS_SCHEDULED,False,False,John Paul Jones Arena
401808285,2026,2026-03-07,2026-03-07 17:00:00+00:00,2026-03-07 12:00,EST,Missouri Tigers,Arkansas Razorbacks,0,0,,,,,STATUS_SCHEDULED,False,False,Mizzou Arena
401856423,2026,2026-03-07,2026-03-07 17:00:00+00:00,2026-03-07 12:00,EST,Stony Brook Seawolves,Campbell Fighting Camels,0,0,,,,,STATUS_SCHEDULED,False,True,CareFirst Arena
401851581,2026,2026-03-07,2026-03-07 17:00:00+00:00,2026-03-07 12:00,EST,East Tennessee State Buccaneers,The Citadel Bulldogs,0,0,,,,,STATUS_SCHEDULED,False,True,Harrah's Cherokee Center
401851517,2026,2026-03-07,2026-03-07 17:00:00+00:00,2026-03-07 12:00,EST,Mercyhurst Lakers,Stonehill Skyhawks,0,0,,,,,STATUS_SCHEDULED,False,False,Mercyhurst Athletic Center
401851351,2026,2026-03-07,2026-03-07 17:00:00+00:00,2026-03-07 12:00,EST,High Point Panthers,UNC Asheville Bulldogs,0,0,,,,,STATUS_SCHEDULED,False,True,Freedom Hall (TN)
401828463,2026,2026-03-07,2026-03-07 17:00:00+00:00,2026-03-07 12:00,EST,St. Bonaventure Bonnies,Davidson Wildcats,0,0,,,,,STATUS_SCHEDULED,False,False,Reilly Center
401822975,2026,2026-03-07,2026-03-07 17:00:00+00:00,2026-03-07 12:00,EST,DePaul Blue Demons,Butler Bulldogs,0,0,,,,,STATUS_SCHEDULED,False,False,Wintrust Arena
401822974,2026,2026-03-07,2026-03-07 17:00:00+00:00,2026-03-07 12:00,EST,Villanova Wildcats,Xavier Musketeers,0,0,,,,,STATUS_SCHEDULED,False,False,Finneran Pavilion
