game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,venue,neutral_site
401819877,2025-12-06,2025-12-06 17:00:00+00:00,Purdue Boilermakers,Iowa State Cyclones,58,81,31,35,27,46,,Mackey Arena,False
401823480,2025-12-06,2025-12-07 03:00:00+00:00,Arizona Wildcats,Auburn Tigers,97,68,44,32,53,36,,McKale Memorial Center,False
401825400,2025-12-06,2025-12-06 21:00:00+00:00,Michigan Wolverines,Rutgers Scarlet Knights,101,60,50,25,51,35,,Crisler Center,False
401817235,2025-12-06,2025-12-06 17:00:00+00:00,Michigan State Spartans,Duke Blue Devils,60,66,34,31,26,35,,Breslin Center,False
401817246,2025-12-06,2025-12-06 19:15:00+00:00,Louisville Cardinals,Indiana Hoosiers,87,78,41,27,46,51,,Gainbridge Fieldhouse,True
401824813,2025-12-06,2025-12-07 01:00:00+00:00,Houston Cougars,Florida State Seminoles,82,67,41,33,41,34,,Toyota Center (Houston),True
401811099,2025-12-06,2025-12-07 01:00:00+00:00,Tennessee Volunteers,Illinois Fighting Illini,62,75,34,32,28,43,,Bridgestone Arena,True
401826916,2025-12-06,2025-12-07 01:00:00+00:00,St. John's Red Storm,Ole Miss Rebels,63,58,33,25,30,33,,Madison Square Garden,False
401825402,2025-12-06,2025-12-06 23:00:00+00:00,USC Trojans,Washington Huskies,76,84,48,30,28,54,,Galen Center,False
401826791,2025-12-06,2025-12-06 21:00:00+00:00,Arkansas Razorbacks,Fresno State Bulldogs,82,58,34,24,48,34,,Simmons Bank Arena,True
401824865,2025-12-06,2025-12-06 17:00:00+00:00,Georgia Tech Yellow Jackets,Monmouth Hawks,79,67,32,31,47,36,,McCamish Pavilion,False
401817215,2025-12-06,2025-12-06 17:00:00+00:00,Boston College Eagles,New Haven Chargers,67,63,23,33,44,30,,Conte Forum,False
401817169,2025-12-06,2025-12-06 17:00:00+00:00,Providence Friars,Rhode Island Rams,90,71,41,37,49,34,,Amica Mutual Pavilion,False
401813441,2025-12-06,2025-12-06 17:00:00+00:00,Virginia Cavaliers,Dayton Flyers,86,73,37,33,49,40,,Spectrum Center,True
401809420,2025-12-06,2025-12-06 17:00:00+00:00,Miami Hurricanes,Southern Miss Golden Eagles,88,64,34,34,54,30,,Watsco Center,False
401809081,2025-12-06,2025-12-06 17:00:00+00:00,Bucknell Bison,UMBC Retrievers,66,73,26,25,40,48,,Sojka Pavilion,False
401817177,2025-12-06,2025-12-06 17:30:00+00:00,Richmond Spiders,Old Dominion Monarchs,86,77,35,36,51,41,,Robins Center,False
401831529,2025-12-06,2025-12-06 18:00:00+00:00,Wagner Seahawks,Bryant Str-Alb Bobcats,92,36,43,13,49,23,,Spiro Sports Center,False
401823422,2025-12-06,2025-12-06 18:00:00+00:00,Bowling Green Falcons,Utah Valley Wolverines,71,82,31,38,40,44,,Stroh Center,False
401820629,2025-12-06,2025-12-06 18:00:00+00:00,Miami (OH) RedHawks,Maine Black Bears,93,61,48,30,45,31,,Millett Hall,False
