game_id,season,date,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue
401371246,2021,2021-11-09,Gonzaga Bulldogs,Utah Tech Trailblazers,97,63,40.0,25.0,57.0,38.0,False,McCarthey Athletic Center
401373878,2021,2021-11-09,UCLA Bruins,Cal State Bakersfield Roadrunners,95,58,47.0,19.0,48.0,39.0,False,Pauley Pavilion
401372031,2021,2021-11-09,Villanova Wildcats,Mount St. Mary's Mountaineers,91,51,45.0,21.0,46.0,30.0,False,Finneran Pavilion
401371567,2021,2021-11-09,Texas Longhorns,Houston Christian Huskies,92,48,43.0,27.0,49.0,21.0,False,Frank Erwin Center
401369133,2021,2021-11-09,Purdue Boilermakers,Bellarmine Knights,96,67,50.0,37.0,46.0,30.0,False,Mackey Arena
401372110,2021,2021-11-09,Illinois Fighting Illini,Jackson State Tigers,71,47,30.0,17.0,41.0,30.0,False,State Farm Center
401371914,2021,2021-11-09,Memphis Tigers,Tennessee Tech Golden Eagles,89,65,52.0,41.0,37.0,24.0,False,FedExForum
401373388,2021,2021-11-09,Oregon Ducks,Texas Southern Tigers,83,66,36.0,26.0,47.0,40.0,False,Matthew Knight Arena
401371819,2021,2021-11-09,Alabama Crimson Tide,Louisiana Tech Bulldogs,93,64,48.0,31.0,45.0,33.0,False,Coleman Coliseum
401371811,2021,2021-11-09,Houston Cougars,Hofstra Pride,83,75,31.0,37.0,38.0,32.0,False,Fertitta Center
401371824,2021,2021-11-09,Arkansas Razorbacks,Mercer Bears,74,61,28.0,36.0,46.0,25.0,False,Bud Walton Arena
401364993,2021,2021-11-09,Ohio State Buckeyes,Akron Zips,67,66,36.0,28.0,31.0,38.0,False,Value City Arena
401371892,2021,2021-11-09,Tennessee Volunteers,UT Martin Skyhawks,90,62,43.0,35.0,47.0,27.0,False,Food City Center
401369943,2021,2021-11-09,North Carolina Tar Heels,Loyola Maryland Greyhounds,83,67,45.0,31.0,38.0,36.0,False,Dean E. Smith Center
401365207,2021,2021-11-09,Maryland Terrapins,Quinnipiac Bobcats,83,69,41.0,25.0,42.0,44.0,False,XFINITY Center
401371832,2021,2021-11-09,Auburn Tigers,Morehead State Eagles,77,54,44.0,24.0,33.0,30.0,False,Neville Arena
401365208,2021,2021-11-09,St. Bonaventure Bonnies,Siena Saints,75,47,36.0,32.0,39.0,15.0,False,Reilly Center
401372026,2021,2021-11-09,UConn Huskies,Central Connecticut Blue Devils,99,48,52.0,23.0,47.0,25.0,False,Gampel Pavilion
401370036,2021,2021-11-09,Virginia Cavaliers,Navy Midshipmen,58,66,35.0,42.0,23.0,24.0,False,John Paul Jones Arena
