game_id,season,date,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue
400918290,2016,2016-11-11,Villanova Wildcats,Lafayette Leopards,88,48,49.0,17.0,39.0,31.0,False,Finneran Pavilion
400918291,2016,2016-11-11,Xavier Musketeers,Lehigh Mountain Hawks,84,81,48.0,43.0,36.0,38.0,False,Cintas Center
400915217,2016,2016-11-11,UNC Greensboro Spartans,Virginia Cavaliers,51,76,17.0,42.0,34.0,34.0,False,First Horizon Coliseum
400915215,2016,2016-11-11,Louisville Cardinals,Evansville Purple Aces,78,47,43.0,27.0,35.0,20.0,False,KFC Yum! Center
400915705,2016,2016-11-11,Gonzaga Bulldogs,Utah Valley Wolverines,92,69,45.0,32.0,47.0,37.0,False,McCarthey Athletic Center
400915182,2016,2016-11-11,Purdue Boilermakers,McNeese Cowboys,109,65,47.0,32.0,62.0,33.0,False,Mackey Arena
400915485,2016,2016-11-11,UCLA Bruins,Pacific Tigers,119,80,63.0,39.0,56.0,41.0,False,Pauley Pavilion
400915704,2016,2016-11-11,Saint Mary's Gaels,Nevada Wolf Pack,81,63,42.0,29.0,39.0,34.0,False,University Credit Union Pavilion
400916467,2016,2016-11-11,UConn Huskies,Wagner Seahawks,58,67,35.0,38.0,23.0,29.0,False,Gampel Pavilion
400915212,2016,2016-11-11,Syracuse Orange,Colgate Raiders,83,55,49.0,25.0,34.0,30.0,False,JMA Wireless Dome
400916117,2016,2016-11-11,West Virginia Mountaineers,Mount St. Mary's Mountaineers,87,59,43.0,24.0,44.0,35.0,False,WVU Coliseum
400917464,2016,2016-11-11,Creighton Bluejays,Kansas City Roos,89,82,55.0,34.0,34.0,48.0,False,CHI Health Center Omaha
400918430,2016,2016-11-11,Rhode Island Rams,Dartmouth Big Green,84,61,39.0,26.0,45.0,35.0,False,Thomas M. Ryan Center
400916122,2016,2016-11-11,Iowa State Cyclones,Savannah State Tigers,113,71,59.0,38.0,54.0,33.0,False,Hilton Coliseum
400915018,2016,2016-11-11,Maryland Terrapins,American University Eagles,62,56,31.0,25.0,31.0,31.0,False,XFINITY Center
400919426,2016,2016-11-12,Marshall Thundering Herd,North Carolina Central Eagles,81,69,35.0,32.0,46.0,37.0,False,Cam Henderson Center
400918844,2016,2016-11-12,Georgetown Hoyas,South Carolina Upstate Spartans,105,60,68.0,35.0,37.0,25.0,False,Capital One Arena
400918155,2016,2016-11-12,Northern Iowa Panthers,Coe Kohawks,74,37,45.0,18.0,29.0,19.0,False,McLeod Center
400915223,2016,2016-11-12,Notre Dame Fighting Irish,Bryant Bulldogs,89,64,43.0,31.0,46.0,33.0,False,Purcell Pavilion
400918517,2016,2016-11-12,Green Bay Phoenix,Northland Lumberjacks,84,49,37.0,32.0,47.0,17.0,False,Resch Center
400917386,2016,2016-11-12,Quinnipiac Bobcats,Vermont Catamounts,70,94,25.0,43.0,45.0,51.0,False,M&T Bank Arena
400915221,2016,2016-11-12,Florida State Seminoles,Charleston Southern Buccaneers,88,67,38.0,32.0,50.0,35.0,False,Tucker Center
400922272,2016,2016-11-12,William & Mary Tribe,Bridgewater College (VA) Eagles,96,44,55.0,22.0,41.0,22.0,False,Kaplan Arena
400917002,2016,2016-11-12,Ohio Bobcats,Southern Jaguars,77,67,42.0,38.0,35.0,29.0,False,Convocation Center (OH)
400910703,2016,2016-11-12,LSU Tigers,Wofford Terriers,91,69,39.0,43.0,52.0,26.0,False,Pete Maravich Assembly Center
400922168,2016,2016-11-12,Sam Houston Bearkats,LeTourneau Yellow Jackets,104,57,51.0,25.0,53.0,32.0,False,Bernard G. Johnson Coliseum
400919820,2016,2016-11-12,Boise State Broncos,Northwest University Eagles,85,46,43.0,20.0,42.0,26.0,False,ExtraMile Arena
400922402,2016,2016-11-12,Little Rock Trojans,Central Baptist College Mustangs,97,65,51.0,28.0,46.0,37.0,False,Jack Stephens Center
400918468,2016,2016-11-12,St. Bonaventure Bonnies,Saint Francis Red Flash,92,82,51.0,39.0,41.0,43.0,False,Reilly Center
400916662,2016,2016-11-12,Winthrop Eagles,Ferrum Panthers,66,47,30.0,22.0,36.0,25.0,False,Winthrop Coliseum
400925707,2016,2016-11-12,Chicago State Cougars,Illinois Tech Scarlet Hawks,97,89,55.0,44.0,42.0,45.0,False,Jones Convocation Center
400921981,2016,2016-11-12,San José State Spartans,West Coast Baptist Eagles,109,70,61.0,35.0,48.0,35.0,False,Provident Credit Union Event Center
400917869,2016,2016-11-12,UC Santa Barbara Gauchos,Omaha Mavericks,60,74,30.0,34.0,30.0,40.0,False,The Thunderdome
400917001,2016,2016-11-12,Cleveland State Vikings,Kent State Golden Flashes,74,79,21.0,34.0,45.0,32.0,True,Beeghly Center
400915222,2016,2016-11-12,Duke Blue Devils,Grand Canyon Lopes,96,61,46.0,29.0,50.0,32.0,False,Cameron Indoor Stadium
400918376,2016,2016-11-12,George Mason Patriots,Towson Tigers,61,67,31.0,30.0,30.0,37.0,False,EagleBank Arena
