game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-04:air_force_falcons:belmont_bruins,Belmont Bruins,Air Force Falcons,144.25,-15.5,,
2025-11-04:albany_great_danes:marquette_golden_eagles,Marquette Golden Eagles,Albany Great Danes,149.0,-22.5,,
2025-11-04:american_eagles:wake_forest_demon_deacons,Wake Forest Demon Deacons,American Eagles,138.0,-21.0,,
2025-11-04:appalachian_st_mountaineers:central_michigan_chippewas,Central Michigan Chippewas,Appalachian St Mountaineers,140.5,1.5,,
2025-11-04:arkansas_pine_bluff_golden_lions:washington_huskies,Washington Huskies,Arkansas-Pine Bluff Golden Lions,157.5,-32.5,,
2025-11-04:arkansas_st_red_wolves:ohio_bobcats,Ohio Bobcats,Arkansas St Red Wolves,159.5,-3.5,,
2025-11-04:bellarmine_knights:georgia_bulldogs,Georgia Bulldogs,Bellarmine Knights,151.5,-23.5,,
2025-11-04:bethune_cookman_wildcats:auburn_tigers,Auburn Tigers,Bethune-Cookman Wildcats,153.5,-25.5,,
2025-11-04:binghamton_bearcats:syracuse_orange,Syracuse Orange,Binghamton Bearcats,151.0,-21.0,,
2025-11-04:boston_college_eagles:florida_atlantic_owls,Florida Atlantic Owls,Boston College Eagles,149.5,-1.5,,
2025-11-04:boston_univ_terriers:northeastern_huskies,Northeastern Huskies,Boston Univ. Terriers,140.5,-2.75,,
2025-11-04:bryant_bulldogs:siena_saints,Siena Saints,Bryant Bulldogs,151.5,-8.5,,
2025-11-04:cal_poly_mustangs:usc_trojans,USC Trojans,Cal Poly Mustangs,164.5,-24.5,,
2025-11-04:campbell_fighting_camels:wisconsin_badgers,Wisconsin Badgers,Campbell Fighting Camels,150.5,-20.5,,
2025-11-04:canisius_golden_griffins:dayton_flyers,Dayton Flyers,Canisius Golden Griffins,142.5,-25.5,,
2025-11-04:central_arkansas_bears:north_carolina_tar_heels,North Carolina Tar Heels,Central Arkansas Bears,154.25,-31.5,,
2025-11-04:charleston_southern_buccaneers:virginia_tech_hokies,Virginia Tech Hokies,Charleston Southern Buccaneers,142.5,-20.5,,
2025-11-04:chicago_st_cougars:depaul_blue_demons,DePaul Blue Demons,Chicago St Cougars,143.5,-24.5,,
2025-11-04:cleveland_st_vikings:loyola_chi_ramblers,Loyola (Chi) Ramblers,Cleveland St Vikings,150.5,-16.0,,
2025-11-04:coastal_carolina_chanticleers:western_michigan_broncos,Western Michigan Broncos,Coastal Carolina Chanticleers,146.5,-2.5,,
2025-11-04:colgate_raiders:michigan_st_spartans,Michigan St Spartans,Colgate Raiders,144.5,-20.5,,
2025-11-04:csu_bakersfield_roadrunners:california_golden_bears,California Golden Bears,CSU Bakersfield Roadrunners,146.5,-14.5,,
2025-11-04:delaware_blue_hens:bucknell_bison,Bucknell Bison,Delaware Blue Hens,153.0,1.25,,
2025-11-04:denver_pioneers:seattle_redhawks,Seattle Redhawks,Denver Pioneers,137.5,-12.0,,
2025-11-04:detroit_mercy_titans:uic_flames,UIC Flames,Detroit Mercy Titans,141.5,-9.5,,
2025-11-04:eastern_washington_eagles:ucla_bruins,UCLA Bruins,Eastern Washington Eagles,147.5,-29.5,,
2025-11-04:fairfield_stags:penn_state_nittany_lions,Penn State Nittany Lions,Fairfield Stags,149.5,-15.5,,
2025-11-04:fairleigh_dickinson_knights:iowa_state_cyclones,Iowa State Cyclones,Fairleigh Dickinson Knights,146.5,-35.5,,
2025-11-04:florida_a_m_rattlers:south_florida_bulls,South Florida Bulls,Florida A&M Rattlers,152.0,-25.0,,
2025-11-04:florida_gators:arizona_wildcats,Arizona Wildcats,Florida Gators,163.5,3.5,,
2025-11-04:fort_wayne_mastodons:grand_canyon_antelopes,Grand Canyon Antelopes,Fort Wayne Mastodons,155.5,-14.0,,
2025-11-04:gardner_webb_bulldogs:minnesota_golden_gophers,Minnesota Golden Gophers,Gardner-Webb Bulldogs,145.5,-23.5,,
2025-11-04:green_bay_phoenix:kansas_jayhawks,Kansas Jayhawks,Green Bay Phoenix,152.5,-30.5,,
2025-11-04:hampton_pirates:milwaukee_panthers,Milwaukee Panthers,Hampton Pirates,144.5,-5.5,,
2025-11-04:hofstra_pride:ucf_knights,UCF Knights,Hofstra Pride,140.5,-10.5,,
2025-11-04:holy_cross_crusaders:providence_friars,Providence Friars,Holy Cross Crusaders,150.25,-24.0,,
2025-11-04:idaho_vandals:washington_st_cougars,Washington St Cougars,Idaho Vandals,157.5,-8.0,,
2025-11-04:incarnate_word_cardinals:colorado_st_rams,Colorado St Rams,Incarnate Word Cardinals,148.0,-10.5,,
2025-11-04:indiana_st_sycamores:charlotte_49ers,Charlotte 49ers,Indiana St Sycamores,152.5,-3.0,,
2025-11-04:jackson_st_tigers:illinois_fighting_illini,Illinois Fighting Illini,Jackson St Tigers,157.5,-29.5,,
2025-11-04:jacksonville_dolphins:miami_hurricanes,Miami Hurricanes,Jacksonville Dolphins,146.0,-19.0,,
2025-11-04:james_madison_dukes:akron_zips,Akron Zips,James Madison Dukes,153.5,-8.5,,
2025-11-04:lafayette_leopards:saint_joseph_s_hawks,Saint Joseph's Hawks,Lafayette Leopards,138.5,-13.5,,
2025-11-04:lehigh_mountain_hawks:houston_cougars,Houston Cougars,Lehigh Mountain Hawks,136.5,-35.5,,
2025-11-04:lipscomb_bisons:vanderbilt_commodores,Vanderbilt Commodores,Lipscomb Bisons,155.5,-26.5,,
2025-11-04:liu_sharks:notre_dame_fighting_irish,Notre Dame Fighting Irish,LIU Sharks,134.5,-18.5,,
2025-11-04:louisiana_ragin_cajuns:ball_state_cardinals,Ball State Cardinals,Louisiana Ragin' Cajuns,142.25,-2.5,,
2025-11-04:maine_black_bears:gw_revolutionaries,GW Revolutionaries,Maine Black Bears,146.5,-19.0,,
2025-11-04:marist_red_foxes:xavier_musketeers,Xavier Musketeers,Marist Red Foxes,139.5,-11.5,,
2025-11-04:marshall_thundering_herd:massachusetts_minutemen,Massachusetts Minutemen,Marshall Thundering Herd,150.75,-4.5,,
2025-11-04:maryland_eastern_shore_hawks:georgia_tech_yellow_jackets,Georgia Tech Yellow Jackets,Maryland-Eastern Shore Hawks,142.5,-24.25,,
2025-11-04:mercer_bears:tennessee_volunteers,Tennessee Volunteers,Mercer Bears,143.75,-28.25,,
2025-11-04:mercyhurst_lakers:northwestern_wildcats,Northwestern Wildcats,Mercyhurst Lakers,140.5,-25.0,,
2025-11-04:merrimack_warriors:south_dakota_st_jackrabbits,South Dakota St Jackrabbits,Merrimack Warriors,144.5,-5.5,,
2025-11-04:miss_valley_st_delta_devils:uab_blazers,UAB Blazers,Miss Valley St Delta Devils,145.0,-33.5,,
2025-11-04:missouri_tigers:howard_bison,Howard Bison,Missouri Tigers,157.5,20.5,,
2025-11-04:montana_st_bobcats:colorado_buffaloes,Colorado Buffaloes,Montana St Bobcats,146.5,-12.5,,
2025-11-04:navy_midshipmen:presbyterian_blue_hose,Presbyterian Blue Hose,Navy Midshipmen,140.5,1.5,,
2025-11-04:new_hampshire_wildcats:clemson_tigers,Clemson Tigers,New Hampshire Wildcats,146.5,-27.5,,
2025-11-04:new_orleans_privateers:tcu_horned_frogs,TCU Horned Frogs,New Orleans Privateers,146.0,-21.0,,
2025-11-04:niagara_purple_eagles:duquesne_dukes,Duquesne Dukes,Niagara Purple Eagles,139.5,-16.0,,
2025-11-04:north_carolina_central_eagles:nc_state_wolfpack,NC State Wolfpack,North Carolina Central Eagles,147.0,-30.5,,
2025-11-04:north_dakota_fighting_hawks:alabama_crimson_tide,Alabama Crimson Tide,North Dakota Fighting Hawks,168.5,-33.0,,
2025-11-04:north_dakota_st_bison:oregon_st_beavers,Oregon St Beavers,North Dakota St Bison,146.5,-9.5,,
2025-11-04:northwestern_st_demons:texas_a_m_aggies,Texas A&M Aggies,Northwestern St Demons,148.5,-19.5,,
2025-11-04:oakland_golden_grizzlies:michigan_wolverines,Michigan Wolverines,Oakland Golden Grizzlies,154.0,-24.5,,
2025-11-04:old_dominion_monarchs:miami_oh_redhawks,Miami (OH) RedHawks,Old Dominion Monarchs,149.5,-7.0,,
2025-11-04:rider_broncs:virginia_cavaliers,Virginia Cavaliers,Rider Broncs,144.5,-27.0,,
2025-11-04:saint_peter_s_peacocks:seton_hall_pirates,Seton Hall Pirates,Saint Peter's Peacocks,128.0,-13.5,,
2025-11-04:samford_bulldogs:tulane_green_wave,Tulane Green Wave,Samford Bulldogs,154.5,-6.0,,
2025-11-04:san_jos_st_spartans:utah_utes,Utah Utes,San José St Spartans,146.5,-11.5,,
2025-11-04:se_louisiana_lions:ole_miss_rebels,Ole Miss Rebels,SE Louisiana Lions,143.75,-22.0,,
2025-11-04:se_missouri_st_redhawks:saint_louis_billikens,Saint Louis Billikens,SE Missouri St Redhawks,149.5,-19.0,,
2025-11-04:south_alabama_jaguars:toledo_rockets,Toledo Rockets,South Alabama Jaguars,150.5,-2.5,,
