game_id,season,date_game,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,source,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,partial_pair,pred_total_full,pred_margin_full,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,pred_total,pred_margin,edge_total,edge_margin,edge_total_pct,edge_margin_pct,kelly_fraction_total,home_ml_prob_market,away_ml_prob_market,home_ml_prob_fair,away_ml_prob_fair,kelly_fraction_ml_home,kelly_fraction_ml_away,home_ml_ev,away_ml_ev,home_ml_b,away_ml_b
401804928,2026,2026-02-14,2026-02-14 22:00:00+00:00,2026-02-14 17:00,EST,Jacksonville State Gamecocks,New Mexico State Aggies,0,0,,,,,False,Pete Mathews Coliseum,2026-02-14T22:00:00Z,2026-02-14,,,,jacksonvillestategamecocks::newmexicostate,61cb514788e1424f8564a51530934372,BetMGM,h2h,full_game,2026-02-14 22:00:00+00:00,2026-02-14 15:27:46+00:00,Jacksonville St Gamecocks,New Mexico St Aggies,-135.0,110.0,,,,,,,,2026-02-14,0,False,146.34225463867188,-6.284576892852783,71.62467,77.346016,-2.474674,-3.2186615,146.34225463867188,-6.284576892852783,,,,,,0.574468085106383,0.4761904761904761,0.289503486771523,0.7104965132284771,-0.6696668060869211,0.4473115252543653,-0.4960494859903119,0.4920426777798019,0.7407407407407407,1.1
401804931,2026,2026-02-14,2026-02-15 01:00:00+00:00,2026-02-14 20:00,EST,Western Kentucky Hilltoppers,Middle Tennessee Blue Raiders,0,0,,,,,False,E.A. Diddle Arena,2026-02-15T01:00:00Z,2026-02-14,,,,middletennesseeblueraiders::westernkentuckyhilltoppers,0b5aea2638734481908f855c79b5d627,BetOnline.ag,h2h,full_game,2026-02-15 01:00:00+00:00,2026-02-14 15:27:31+00:00,Western Kentucky Hilltoppers,Middle Tennessee Blue Raiders,-165.0,145.0,,,,,,,,2026-02-15,1,False,143.97385620117188,1.7605909156799315,70.89518,77.21655,0.4755342,1.12445,143.97385620117188,1.7605909156799315,,,,,,0.6226415094339622,0.4081632653061224,0.5625488636880605,0.4374511363119395,-0.1592455112266397,0.0494864027339668,-0.0965124310464483,0.0717552839642519,0.6060606060606061,1.45
401804932,2026,2026-02-14,2026-02-14 19:00:00+00:00,2026-02-14 14:00,EST,UTEP Miners,Liberty Flames,0,0,,,,,False,Don Haskins Center,2026-02-14T19:00:00Z,2026-02-14,,,,libertyflames::utepminers,c17aaf5793a57861a85853a65c7681db,BetMGM,h2h,full_game,2026-02-14 19:00:00+00:00,2026-02-14 15:27:46+00:00,UTEP Miners,Liberty Flames,240.0,-300.0,,,,,,,,2026-02-14,0,False,143.95616149902344,-8.875890731811523,70.58306,76.74907,-4.0964136,-4.2103567,143.95616149902344,-8.875890731811523,,,,,,0.2941176470588235,0.75,0.2196024864772929,0.780397513522707,-0.1055631441571682,0.121590054090828,-0.2533515459772039,0.040530018030276,2.4,0.3333333333333333
401804933,2026,2026-02-14,2026-02-14 20:00:00+00:00,2026-02-14 15:00,EST,Missouri State Bears,Delaware Blue Hens,0,0,,,,,False,Great Southern Bank Arena,2026-02-14T20:00:00Z,2026-02-14,,,,delawarebluehens::missouristate,68935d88d3e8aba48236a732527959b4,BetMGM,h2h,full_game,2026-02-14 20:00:00+00:00,2026-02-14 15:27:46+00:00,Missouri St Bears,Delaware Blue Hens,-350.0,275.0,,,,,,,,2026-02-14,0,False,145.3357391357422,9.212413787841797,71.227165,77.63176,4.1771603,5.367009,145.3357391357422,9.212413787841797,,,,,,0.7777777777777778,0.2666666666666666,0.7885252983328792,0.2114747016671208,0.0483638424979564,-0.0752617704539262,0.0138182407137018,-0.206969868748297,0.2857142857142857,2.75
401805196,2026,2026-02-14,2026-02-14 21:00:00+00:00,2026-02-14 16:00,EST,Abilene Christian Wildcats,Tarleton State Texans,0,0,,,,,False,Moody Coliseum (Abilene),2026-02-14T21:00:00Z,2026-02-14,,,,abilenechristian::tarletonstate,9bf653b690f964947fc4c4928677b9e6,BetMGM,h2h,full_game,2026-02-14 21:00:00+00:00,2026-02-14 15:27:46+00:00,Abilene Christian Wildcats,Tarleton State Texans,-140.0,115.0,,,,,,,,2026-02-14,0,False,144.0574951171875,5.1094255447387695,70.66231,77.224014,2.1079295,3.362336,144.0574951171875,5.1094255447387695,,,,,,0.5833333333333334,0.4651162790697674,0.6747872637164198,0.3252127362835801,0.2194894329194076,-0.2615587973828719,0.1567781663710054,-0.3007926169903027,0.7142857142857143,1.15
401805197,2026,2026-02-14,2026-02-14 20:00:00+00:00,2026-02-14 15:00,EST,UT Arlington Mavericks,Southern Utah Thunderbirds,0,0,,,,,False,College Park Center,2026-02-14T20:00:00Z,2026-02-14,,,,southernutahthunderbirds::utarlington,a7aed963b995a903954ee61bb92e5cff,BetMGM,h2h,full_game,2026-02-14 20:00:00+00:00,2026-02-14 15:27:46+00:00,UT-Arlington Mavericks,Southern Utah Thunderbirds,-425.0,320.0,,,,,,,,2026-02-14,0,False,144.16494750976562,-0.5228734016418457,70.69472,77.06461,-0.36117005,0.28681946,144.16494750976562,-0.5228734016418457,,,,,,0.8095238095238095,0.238095238095238,0.4813346277895103,0.5186653722104897,-1.0,0.3682483010262677,-0.4054101656717813,1.178394563284057,0.2352941176470588,3.2
401805198,2026,2026-02-14,2026-02-15 02:00:00+00:00,2026-02-14 21:00,EST,Utah Tech Trailblazers,California Baptist Lancers,0,0,,,,,False,Burns Arena,2026-02-15T02:00:00Z,2026-02-14,,,,californiabaptist::utahtechtrailblazers,d588e108bfb467264ce16aaf4907cb25,BetOnline.ag,h2h,full_game,2026-02-15 02:00:00+00:00,2026-02-14 15:27:31+00:00,Utah Tech Trailblazers,Cal Baptist Lancers,135.0,-155.0,,,,,,,,2026-02-15,1,False,141.14505004882812,6.139727592468262,69.40151,76.631256,1.9826458,4.4276924,141.14505004882812,6.139727592468262,,,,,,0.425531914893617,0.6078431372549019,0.7062217274202652,0.2937782725797347,0.4886081921760173,-0.8008654049216765,0.6596210594376234,-0.5166873580139848,1.35,0.6451612903225806
401806488,2026,2026-02-14,2026-02-14 20:30:00+00:00,2026-02-14 15:30,EST,Morehead State Eagles,Tennessee State Tigers,0,0,,,,,False,Ellis T. Johnson Arena,2026-02-14T20:30:00Z,2026-02-14,,,,moreheadstate::tennesseestate,8f1ae1ee602b6d556dcd1f2aed55d7b3,BetMGM,h2h,full_game,2026-02-14 20:30:00+00:00,2026-02-14 15:27:46+00:00,Morehead St Eagles,Tennessee St Tigers,-110.0,-110.0,,,,,,,,2026-02-14,0,False,140.26222229003906,0.4369196891784668,68.98751,76.24788,-0.7385206,1.4747922,140.26222229003906,0.4369196891784668,,,,,,0.5238095238095238,0.5238095238095238,0.5155992105361984,0.4844007894638016,-0.0172416578739833,-0.0827583421260166,-0.0156742344308939,-0.0752348564781969,0.9090909090909092,0.9090909090909092
401806490,2026,2026-02-14,2026-02-14 22:00:00+00:00,2026-02-14 17:00,EST,Southern Indiana Screaming Eagles,Tennessee Tech Golden Eagles,0,0,,,,,False,Liberty Arena (IN),2026-02-14T22:00:00Z,2026-02-14,,,,southernindianascreaming::tennesseetechgolden,06d2966eba5aef996b477778eb3458d6,BetMGM,h2h,full_game,2026-02-14 22:00:00+00:00,2026-02-14 15:27:46+00:00,Southern Indiana Screaming Eagles,Tennessee Tech Golden Eagles,-115.0,-105.0,,,,,,,,2026-02-14,0,False,142.39703369140625,16.782958984375,69.97147,77.245285,6.938653,9.986541,142.39703369140625,16.782958984375,,,,,,0.5348837209302325,0.5121951219512195,0.9166414775146824,0.0833585224853177,0.820779176656567,-0.8791150289050986,0.7137210231796234,-0.8372524084810463,0.8695652173913043,0.9523809523809524
401807739,2026,2026-02-14,2026-02-14 22:30:00+00:00,2026-02-14 17:30,EST,Austin Peay Governors,Bellarmine Knights,0,0,,,,,False,F&M Bank Arena,2026-02-14T22:30:00Z,2026-02-14,,,,austinpeay::bellarmine,bd374771075a78e647b72ffaf2c1ae47,BetMGM,h2h,full_game,2026-02-14 22:30:00+00:00,2026-02-14 15:27:46+00:00,Austin Peay Governors,Bellarmine Knights,-500.0,375.0,,,,,,,,2026-02-14,0,False,138.70086669921875,-15.2330322265625,68.28731,75.41327,-7.9556026,-6.7472334,138.70086669921875,-15.2330322265625,,,,,,0.8333333333333334,0.2105263157894736,0.1019129978477811,0.8980870021522188,-1.0,0.8709102027261438,-0.8777044025826626,3.2659132602230394,0.2,3.75
