game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,completed,neutral_site,venue
401826824,2026,2026-02-25,2026-02-25 16:00:00+00:00,2026-02-25 11:00,EST,Army Black Knights,Bucknell Bison,0,0,,,,,STATUS_SCHEDULED,False,False,Christl Arena
401861277,2026,2026-02-25,2026-02-25 23:00:00+00:00,2026-02-25 18:00,EST,South Carolina State Bulldogs,Morgan State Bears,0,0,,,,,STATUS_SCHEDULED,False,False,Smith-Hammond-Middleton Memorial Center
401820764,2026,2026-02-25,2026-02-25 23:00:00+00:00,2026-02-25 18:00,EST,Boston College Eagles,Wake Forest Demon Deacons,0,0,,,,,STATUS_SCHEDULED,False,False,Conte Forum
401809384,2026,2026-02-25,2026-02-25 23:00:00+00:00,2026-02-25 18:00,EST,Furman Paladins,The Citadel Bulldogs,0,0,,,,,STATUS_SCHEDULED,False,False,Timmons Arena
401817684,2026,2026-02-25,2026-02-25 23:30:00+00:00,2026-02-25 18:30,EST,IU Indianapolis Jaguars,Oakland Golden Grizzlies,0,0,,,,,STATUS_SCHEDULED,False,False,The Jungle
401822959,2026,2026-02-25,2026-02-26 00:00:00+00:00,2026-02-25 19:00,EST,UConn Huskies,St. John's Red Storm,0,0,,,,,STATUS_SCHEDULED,False,False,PeoplesBank Arena
401808264,2026,2026-02-25,2026-02-26 00:00:00+00:00,2026-02-25 19:00,EST,Texas Longhorns,Florida Gators,0,0,,,,,STATUS_SCHEDULED,False,False,Moody Center
401825541,2026,2026-02-25,2026-02-26 00:00:00+00:00,2026-02-25 19:00,EST,Nebraska Cornhuskers,Maryland Terrapins,0,0,,,,,STATUS_SCHEDULED,False,False,Pinnacle Bank Arena
401808261,2026,2026-02-25,2026-02-26 00:00:00+00:00,2026-02-25 19:00,EST,Vanderbilt Commodores,Georgia Bulldogs,0,0,,,,,STATUS_SCHEDULED,False,False,Memorial Gymnasium (TN)
401830312,2026,2026-02-25,2026-02-26 00:00:00+00:00,2026-02-25 19:00,EST,Northern Iowa Panthers,Illinois State Redbirds,0,0,,,,,STATUS_SCHEDULED,False,False,McLeod Center
401829410,2026,2026-02-25,2026-02-26 00:00:00+00:00,2026-02-25 19:00,EST,Colgate Raiders,Lafayette Leopards,0,0,,,,,STATUS_SCHEDULED,False,False,Cotterell Court
401828680,2026,2026-02-25,2026-02-26 00:00:00+00:00,2026-02-25 19:00,EST,American University Eagles,Lehigh Mountain Hawks,0,0,,,,,STATUS_SCHEDULED,False,False,Bender Arena
401828446,2026,2026-02-25,2026-02-26 00:00:00+00:00,2026-02-25 19:00,EST,Saint Joseph's Hawks,George Mason Patriots,0,0,,,,,STATUS_SCHEDULED,False,False,Michael J. Hagan '85 Arena
