date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,start_min,end_min,half,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-01-24,401804896,Sam Houston Bearkats,Western Kentucky Hilltoppers,,2026-01-24T19:00:00Z,CST,0,5,1,9.39575,8.918,16.791437988473987,0.47775,4.0,9.0,15.0,4.0,9.0,14.0,16.118871336949095,16.76258578722074,17.498259444674048,-6.0,0.0,7.0
2026-01-24,401804896,Sam Houston Bearkats,Western Kentucky Hilltoppers,,2026-01-24T19:00:00Z,CST,5,10,1,18.45975,17.50925,33.88973234756832,0.9505,11.0,18.0,26.0,10.0,17.0,25.0,32.042749531032165,33.89495219142944,35.91553691186284,-8.0,1.0,10.0
2026-01-24,401804896,Sam Houston Bearkats,Western Kentucky Hilltoppers,,2026-01-24T19:00:00Z,CST,10,15,1,27.52075,26.12625,51.83336736012889,1.3945,19.0,27.0,37.0,17.0,26.0,35.0,48.95728120337638,51.706322385497984,54.8480837364941,-9.0,1.0,12.0
2026-01-24,401804896,Sam Houston Bearkats,Western Kentucky Hilltoppers,,2026-01-24T19:00:00Z,CST,15,20,1,34.65075,32.9365,70.11069990633706,1.71425,24.0,34.0,46.0,22.0,33.0,44.0,67.17657376627217,70.01272747882547,73.0323970198381,-10.0,2.0,14.0
2026-01-24,401804896,Sam Houston Bearkats,Western Kentucky Hilltoppers,,2026-01-24T19:00:00Z,CST,20,25,2,44.10325,41.8915,88.4399856420518,2.21175,32.0,44.0,56.0,30.0,42.0,53.0,85.36229953151476,88.44088356239413,91.69050003943347,-11.0,2.0,16.0
2026-01-24,401804896,Sam Houston Bearkats,Western Kentucky Hilltoppers,,2026-01-24T19:00:00Z,CST,25,30,2,53.2175,50.58025,106.53923045064955,2.63725,41.0,53.0,66.0,38.0,51.0,63.0,102.88253575103067,106.39188399983465,110.27063732746008,-13.0,3.0,18.0
2026-01-24,401804896,Sam Houston Bearkats,Western Kentucky Hilltoppers,,2026-01-24T19:00:00Z,CST,30,35,2,62.37675,59.2515,123.4245108667605,3.12525,49.0,62.0,76.0,46.0,59.0,72.0,118.75560631111983,123.50476078381618,128.03804459866268,-13.0,3.0,19.0
2026-01-24,401804896,Sam Houston Bearkats,Western Kentucky Hilltoppers,,2026-01-24T19:00:00Z,CST,35,40,2,69.743,66.27,145.2186823391404,3.473,55.0,70.0,84.0,52.0,66.0,80.0,142.63695295139587,145.21722392511177,147.90968059333704,-14.0,4.0,21.0
2026-01-24,401804898,New Mexico State Aggies,Florida International Panthers,,2026-01-24T19:00:00Z,CST,0,5,1,9.855,9.30525,16.869281457353264,0.54975,5.0,10.0,15.0,4.0,9.0,14.0,16.210830544130758,16.854544994402403,17.59021865185571,-6.0,0.0,7.0
2026-01-24,401804898,New Mexico State Aggies,Florida International Panthers,,2026-01-24T19:00:00Z,CST,5,10,1,19.35925,18.37475,34.186926683532064,0.9845,12.0,19.0,27.0,11.0,18.0,26.0,32.21113159106828,34.063334251465555,36.25230103193507,-8.0,1.0,10.0
2026-01-24,401804898,New Mexico State Aggies,Florida International Panthers,,2026-01-24T19:00:00Z,CST,10,15,1,28.72975,27.37525,52.31602044767567,1.3545,19.0,28.0,39.0,18.0,27.0,37.0,49.350001372250894,52.0990425543725,55.43716398980588,-9.0,1.0,12.0
2026-01-24,401804898,New Mexico State Aggies,Florida International Panthers,,2026-01-24T19:00:00Z,CST,15,20,1,36.1545,34.4305,70.61082224703156,1.724,25.0,36.0,48.0,24.0,34.0,46.0,67.5102389089255,70.51322519280546,73.84987661933877,-10.0,2.0,13.0
2026-01-24,401804898,New Mexico State Aggies,Florida International Panthers,,2026-01-24T19:00:00Z,CST,20,25,2,46.081,43.768,89.09918744766384,2.313,34.0,46.0,58.0,32.0,43.0,56.0,85.70436442383469,88.95398090087403,92.5456622702333,-11.0,2.0,16.0
2026-01-24,401804898,New Mexico State Aggies,Florida International Panthers,,2026-01-24T19:00:00Z,CST,25,30,2,55.46975,52.85625,107.37560972473622,2.6135,42.0,55.0,69.0,40.0,52.0,66.0,103.43664336926288,107.31539669688831,111.37885256392448,-12.0,3.0,17.0
2026-01-24,401804898,New Mexico State Aggies,Florida International Panthers,,2026-01-24T19:00:00Z,CST,30,35,2,64.942,61.73675,124.51476562423107,3.20525,51.0,65.0,79.0,48.0,61.0,76.0,119.61908894251918,124.36824341521552,129.76500986146135,-13.0,3.0,19.0
2026-01-24,401804898,New Mexico State Aggies,Florida International Panthers,,2026-01-24T19:00:00Z,CST,35,40,2,72.547,69.0085,145.84047155095868,3.5385,57.0,72.0,88.0,54.0,69.0,84.0,143.08569572943344,145.77815239765872,148.80716614941215,-13.0,4.0,20.0
2026-01-24,401804899,UTEP Miners,Missouri State Bears,2026-01-24 16:00,2026-01-24T21:00:00Z,CST,0,5,1,9.4525,9.21975,16.824405364248612,0.23275,5.0,9.0,15.0,4.0,9.0,14.0,16.118871336949095,16.76258578722074,17.59021865185571,-6.0,0.0,7.0
2026-01-24,401804899,UTEP Miners,Missouri State Bears,2026-01-24 16:00,2026-01-24T21:00:00Z,CST,5,10,1,18.79925,18.1005,34.04645394994694,0.69875,12.0,18.0,26.0,11.0,18.0,25.0,32.21113159106828,33.89495219142944,36.08391897189895,-8.0,1.0,10.0
2026-01-24,401804899,UTEP Miners,Missouri State Bears,2026-01-24 16:00,2026-01-24T21:00:00Z,CST,10,15,1,28.061,26.83525,52.07867019561213,1.22575,19.0,28.0,38.0,18.0,26.0,36.0,49.15364128781364,52.0990425543725,55.04444382093136,-10.0,1.0,12.0
2026-01-24,401804899,UTEP Miners,Missouri State Bears,2026-01-24 16:00,2026-01-24T21:00:00Z,CST,15,20,1,35.38,33.83025,70.38146916960024,1.54975,25.0,35.0,46.0,24.0,33.0,45.0,67.5102389089255,70.3463926214788,73.34937890535878,-11.0,1.0,14.0
2026-01-24,401804899,UTEP Miners,Missouri State Bears,2026-01-24 16:00,2026-01-24T21:00:00Z,CST,20,25,2,45.071,42.9915,88.79363798259907,2.0795,34.0,45.0,57.0,32.0,43.0,55.0,85.70436442383469,88.78294845471407,92.0325649317534,-11.0,2.0,16.0
2026-01-24,401804899,UTEP Miners,Missouri State Bears,2026-01-24 16:00,2026-01-24T21:00:00Z,CST,25,30,2,54.42575,51.88,107.00246441949167,2.54575,42.0,54.0,67.0,40.0,52.0,65.0,103.43664336926288,106.94599161806684,110.64004240628157,-13.0,3.0,18.0
2026-01-24,401804899,UTEP Miners,Missouri State Bears,2026-01-24 16:00,2026-01-24T21:00:00Z,CST,30,35,2,63.75875,60.721,124.0400660476193,3.03775,51.0,63.0,77.0,48.0,60.0,74.0,119.40321828466936,123.93650209951583,128.46978591436235,-13.0,3.0,19.0
2026-01-24,401804899,UTEP Miners,Missouri State Bears,2026-01-24 16:00,2026-01-24T21:00:00Z,CST,35,40,2,71.31225,67.86925,145.57414271219338,3.443,57.0,71.0,85.0,54.0,67.0,82.0,143.19788142394282,145.55378100863993,148.13405198235583,-13.0,3.0,20.0
2026-01-24,401804900,Liberty Flames,Delaware Blue Hens,2026-01-24 13:00,2026-01-24T18:00:00Z,CST,0,5,1,9.8935,9.7905,16.91744509211466,0.103,5.0,10.0,15.0,5.0,10.0,15.0,16.210830544130758,16.854544994402403,17.682177859037374,-6.0,0.0,7.0
2026-01-24,401804900,Liberty Flames,Delaware Blue Hens,2026-01-24 13:00,2026-01-24T18:00:00Z,CST,5,10,1,19.513,19.18825,34.349794231102,0.32475,12.900000000000034,19.0,27.0,12.0,19.0,27.0,32.54789571114051,34.23171631150167,36.42068309197119,-8.0,0.0,9.0
2026-01-24,401804900,Liberty Flames,Delaware Blue Hens,2026-01-24 13:00,2026-01-24T18:00:00Z,CST,10,15,1,29.10475,28.71675,52.65307253261222,0.388,20.0,29.0,39.0,20.0,28.0,38.0,49.742721541125405,52.49176272324701,55.63352407424313,-10.0,0.0,11.0
2026-01-24,401804900,Liberty Flames,Delaware Blue Hens,2026-01-24 13:00,2026-01-24T18:00:00Z,CST,15,20,1,36.9445,36.336,71.0605194430426,0.6085,27.0,37.0,48.0,26.0,36.0,47.0,68.17756919423215,71.01372290678546,74.01670919066544,-11.0,0.0,13.0
2026-01-24,401804900,Liberty Flames,Delaware Blue Hens,2026-01-24 13:00,2026-01-24T18:00:00Z,CST,20,25,2,46.96525,46.25,89.67492541954982,0.71525,36.0,46.0,59.0,35.0,46.0,58.0,86.73055910079448,89.6381106855139,92.71669471639326,-13.0,1.0,14.0
2026-01-24,401804900,Liberty Flames,Delaware Blue Hens,2026-01-24 13:00,2026-01-24T18:00:00Z,CST,25,30,2,56.57575,55.69225,108.10370713509332,0.8835,44.0,56.0,69.0,44.0,56.0,68.0,104.54485860572728,108.05420685453126,111.58202535727628,-14.0,1.0,16.0
2026-01-24,401804900,Liberty Flames,Delaware Blue Hens,2026-01-24 13:00,2026-01-24T18:00:00Z,CST,30,35,2,66.246,65.19675,125.5431734382277,1.04925,53.0,66.0,80.0,52.0,65.0,78.0,121.13018354746802,125.44759670446469,130.19675117716102,-15.0,1.0,17.0
2026-01-24,401804900,Liberty Flames,Delaware Blue Hens,2026-01-24 13:00,2026-01-24T18:00:00Z,CST,35,40,2,74.49925,73.245,146.53476076785364,1.25425,61.0,74.0,89.0,60.0,73.0,87.0,144.20755267452728,146.451266564715,148.91935184392153,-16.0,1.0,19.0
2026-01-24,401805179,Utah Tech Trailblazers,Southern Utah Thunderbirds,2026-01-24 21:00,2026-01-25T02:00:00Z,CST,0,5,1,9.91575,9.21875,16.866913507768338,0.697,5.0,10.0,15.0,4.0,9.0,14.0,16.210830544130758,16.854544994402403,17.59021865185571,-6.0,1.0,7.0
2026-01-24,401805179,Utah Tech Trailblazers,Southern Utah Thunderbirds,2026-01-24 21:00,2026-01-25T02:00:00Z,CST,5,10,1,19.43325,18.284,34.18410628402646,1.14925,12.0,19.0,27.0,11.0,18.0,26.0,32.21113159106828,34.063334251465555,36.25230103193507,-8.0,1.0,10.0
2026-01-24,401805179,Utah Tech Trailblazers,Southern Utah Thunderbirds,2026-01-24 21:00,2026-01-25T02:00:00Z,CST,10,15,1,28.92025,27.38475,52.35529246456312,1.5355,20.0,29.0,38.0,18.0,27.0,37.0,49.54636145668815,52.29540263880976,55.43716398980588,-9.0,1.0,12.0
