game_id,season,date_game,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,partial_pair
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,888sport,h2h,2h,2025-11-09 19:00:00+00:00,2025-11-08 23:13:42+00:00,Oklahoma St Cowboys,Texas A&M Aggies,125.0,-158.0,,,,,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,888sport,spreads,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:13:42+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,2.5,-110.0,-2.5,-118.0,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,888sport,totals,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:13:42+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,,,,,169.5,-118.0,-118.0,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,BetMGM,h2h,2h,2025-11-09 19:00:00+00:00,2025-11-08 23:12:19+00:00,Oklahoma St Cowboys,Texas A&M Aggies,125.0,-150.0,,,,,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,BetMGM,spreads,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:12:19+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,2.5,-110.0,-2.5,-110.0,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,BetMGM,totals,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:12:19+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,,,,,169.5,-110.0,-110.0,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,BetOnline.ag,spreads,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:13:43+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,2.0,-105.0,-2.0,-115.0,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,BetOnline.ag,totals,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:13:43+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,,,,,170.0,-110.0,-110.0,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,Betsson,h2h,2h,2025-11-09 19:00:00+00:00,2025-11-08 23:13:32+00:00,Oklahoma St Cowboys,Texas A&M Aggies,119.0,-159.0,,,,,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,BoyleSports,h2h,2h,2025-11-09 19:00:00+00:00,2025-11-08 23:13:56+00:00,Oklahoma St Cowboys,Texas A&M Aggies,120.0,-162.0,,,,,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,Caesars,h2h,2h,2025-11-09 19:00:00+00:00,2025-11-08 23:11:34+00:00,Oklahoma St Cowboys,Texas A&M Aggies,130.0,-155.0,,,,,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,Caesars,spreads,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:11:34+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,3.0,-110.0,-3.0,-110.0,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,Caesars,totals,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:11:34+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,,,,,170.0,-110.0,-110.0,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,Coral,h2h,2h,2025-11-09 19:00:00+00:00,2025-11-08 23:13:55+00:00,Oklahoma St Cowboys,Texas A&M Aggies,115.0,-167.0,,,,,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,Coral,spreads,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:13:55+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,2.5,-120.0,-2.5,-120.0,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,Coral,totals,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:13:55+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,,,,,169.5,-120.0,-120.0,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,DraftKings,h2h,2h,2025-11-09 19:00:00+00:00,2025-11-08 23:13:42+00:00,Oklahoma St Cowboys,Texas A&M Aggies,130.0,-155.0,,,,,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,DraftKings,spreads,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:13:42+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,2.5,-110.0,-2.5,-110.0,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,DraftKings,totals,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:13:42+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,,,,,169.5,-108.0,-112.0,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,FanDuel,h2h,2h,2025-11-09 19:00:00+00:00,2025-11-08 23:13:42+00:00,Oklahoma St Cowboys,Texas A&M Aggies,130.0,-156.0,,,,,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,FanDuel,spreads,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:13:42+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,2.5,-110.0,-2.5,-110.0,,,,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,FanDuel,totals,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:13:42+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,,,,,169.5,-115.0,-105.0,2025-11-09,0,False
401813287,2025,2025-11-09,Oklahoma State Cowboys,Texas A&M Aggies,0,0,,,,,False,Gallagher-Iba Arena,2025-11-09 19:00:00+00:00,nan::oklahomastate,a234c864240c38ec9551a23445ce3bf8,GTbets,spreads,full_game,2025-11-09 19:00:00+00:00,2025-11-08 23:13:58+00:00,Oklahoma St Cowboys,Texas A&M Aggies,,,2.0,-104.0,-2.0,-114.0,,,,2025-11-09,0,False
