game_id,season,date,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue
401259032,2020,2020-11-25,Wisconsin Badgers,Eastern Illinois Panthers,77,67,43.0,20.0,34.0,47.0,False,Kohl Center
401262371,2020,2020-11-25,Illinois Fighting Illini,North Carolina A&T Aggies,122,60,58.0,19.0,64.0,41.0,False,State Farm Center
401263445,2020,2020-11-25,Michigan State Spartans,Eastern Michigan Eagles,83,67,43.0,27.0,40.0,40.0,False,Breslin Center
401259558,2020,2020-11-25,Texas Tech Red Raiders,Northwestern State Demons,101,58,57.0,29.0,44.0,29.0,False,United Supermarkets Arena
401252794,2020,2020-11-25,North Carolina Tar Heels,Charleston Cougars,79,60,39.0,32.0,40.0,28.0,False,Dean E. Smith Center
401257055,2020,2020-11-25,Houston Cougars,Lamar Cardinals,89,45,35.0,15.0,54.0,30.0,False,Fertitta Center
401254076,2020,2020-11-25,Texas Longhorns,UT Rio Grande Valley Vaqueros,91,55,45.0,29.0,46.0,26.0,False,Frank Erwin Center
401262106,2020,2020-11-25,San Diego State Aztecs,UCLA Bruins,73,58,34.0,28.0,39.0,30.0,False,Viejas Arena
401263457,2020,2020-11-25,Ohio State Buckeyes,Illinois State Redbirds,94,67,42.0,25.0,52.0,42.0,False,Value City Arena
401259563,2020,2020-11-25,Rutgers Scarlet Knights,Sacred Heart Pioneers,86,63,40.0,25.0,46.0,38.0,False,Jersey Mike’s Arena
401262142,2020,2020-11-25,Michigan Wolverines,Bowling Green Falcons,96,82,43.0,36.0,53.0,46.0,False,Crisler Center
401260334,2020,2020-11-25,Duke Blue Devils,Gardner-Webb Runnin' Bulldogs,0,0,,,,,False,Cameron Indoor Stadium
401262105,2020,2020-11-25,Oregon Ducks,Eastern Washington Eagles,0,0,,,,,False,Matthew Knight Arena
401262372,2020,2020-11-26,Illinois Fighting Illini,Chicago State Cougars,97,38,47.0,17.0,50.0,21.0,False,State Farm Center
401263442,2020,2020-11-27,Iowa Hawkeyes,Southern Jaguars,103,76,58.0,35.0,45.0,41.0,False,Carver-Hawkeye Arena
401263459,2020,2020-11-27,Wisconsin Badgers,Arkansas-Pine Bluff Golden Lions,92,58,53.0,19.0,39.0,39.0,False,Kohl Center
401262373,2020,2020-11-27,Illinois Fighting Illini,Ohio Bobcats,77,75,35.0,34.0,42.0,41.0,False,State Farm Center
401259559,2020,2020-11-27,Texas Tech Red Raiders,Sam Houston Bearkats,84,52,43.0,15.0,41.0,37.0,False,United Supermarkets Arena
401260378,2020,2020-11-27,UCLA Bruins,Pepperdine Waves,107,98,32.0,39.0,38.0,31.0,True,Viejas Arena
401262136,2020,2020-11-27,Rutgers Scarlet Knights,Fairleigh Dickinson Knights,96,75,47.0,33.0,49.0,42.0,False,Jersey Mike’s Arena
401260331,2020,2020-11-27,Florida State Seminoles,Gardner-Webb Runnin' Bulldogs,0,0,,,,,False,Tucker Center
401259835,2020,2020-11-28,Duke Blue Devils,Coppin State Eagles,81,71,45.0,28.0,36.0,43.0,False,Cameron Indoor Stadium
401260037,2020,2020-11-28,Michigan State Spartans,Notre Dame Fighting Irish,80,70,39.0,26.0,41.0,44.0,False,Breslin Center
401265778,2020,2020-11-29,Baylor Bears,Washington Huskies,86,52,38.0,24.0,48.0,28.0,True,T-Mobile Arena
401261448,2020,2020-11-29,Arizona State Sun Devils,Houston Christian Huskies,100,77,65.0,31.0,35.0,46.0,False,Desert Financial Arena
401265151,2020,2020-11-29,Rutgers Scarlet Knights,Hofstra Pride,70,56,32.0,21.0,38.0,35.0,False,Jersey Mike’s Arena
401262491,2020,2020-11-29,Michigan Wolverines,Oakland Golden Grizzlies,81,71,31.0,33.0,36.0,34.0,False,Crisler Center
401263458,2020,2020-11-29,Ohio State Buckeyes,UMass Lowell River Hawks,74,64,33.0,33.0,41.0,31.0,False,Covelli Center (Ohio State)
401261737,2020,2020-11-30,Western Carolina Catamounts,Piedmont Lions,96,58,43.0,39.0,53.0,19.0,False,Ramsey Center
