game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,venue,neutral_site
401812788,2025-11-15,2025-11-16 00:00:00+00:00,UConn Huskies,BYU Cougars,86,84,43,32,43,52,,TD Garden,True
401817242,2025-11-15,2025-11-15 17:00:00+00:00,Louisville Cardinals,Ohio Bobcats,106,81,59,44,47,37,,KFC Yum! Center,False
401826915,2025-11-15,2025-11-15 23:00:00+00:00,St. John's Red Storm,William & Mary Tribe,93,60,39,34,54,26,,Carnesecca Arena,False
401819884,2025-11-15,2025-11-15 19:00:00+00:00,Kansas Jayhawks,Princeton Tigers,76,57,37,29,39,28,,Allen Fieldhouse,False
401823428,2025-11-15,2025-11-15 16:00:00+00:00,Buffalo Bulls,RIT Tigers,80,64,50,28,30,36,,Alumni Arena,False
401822761,2025-11-15,2025-11-15 16:00:00+00:00,Coppin State Eagles,South Alabama Jaguars,62,72,28,33,34,39,,McArthur Center,True
401817489,2025-11-15,2025-11-15 17:00:00+00:00,Virginia Cavaliers,Marshall Thundering Herd,104,78,61,33,43,45,,John Paul Jones Arena,False
401812919,2025-11-15,2025-11-15 17:00:00+00:00,Georgetown Hoyas,Clemson Tigers,79,74,33,36,46,38,,Capital One Arena,False
401829425,2025-11-15,2025-11-15 18:00:00+00:00,Texas Longhorns,Kansas City Roos,71,55,38,26,33,29,,Moody Center,False
401828681,2025-11-15,2025-11-15 18:00:00+00:00,New Haven Chargers,Delaware State Hornets,65,52,30,22,35,30,,Jeffery P. Hazell Athletics Center,False
401826768,2025-11-15,2025-11-15 18:00:00+00:00,Northeastern Huskies,Vermont Catamounts,74,85,33,30,41,55,,Matthews Arena,False
401824358,2025-11-15,2025-11-15 18:00:00+00:00,Boston University Terriers,Merrimack Warriors,79,91,34,48,45,43,,Case Gym,False
401823369,2025-11-15,2025-11-15 18:00:00+00:00,Toledo Rockets,Detroit Mercy Titans,90,83,41,37,49,46,,Savage Arena,False
401823342,2025-11-15,2025-11-15 18:00:00+00:00,VMI Keydets,Jacksonville Dolphins,67,69,37,39,30,30,,Cameron Hall,False
401823227,2025-11-15,2025-11-15 18:00:00+00:00,Florida Gulf Coast Eagles,Chattanooga Mocs,91,73,41,25,50,48,,Alico Arena,False
401823011,2025-11-15,2025-11-15 18:00:00+00:00,Cleveland State Vikings,Kent State Golden Flashes,95,102,41,44,54,58,,Colonial Hall,True
