game_id,date,home_team,away_team,home_pf5,home_pa5,home_tot5,away_pf5,away_pa5,away_tot5,target_total,target_margin,target_1h_total,rest_home,rest_away,b2b_home,b2b_away,neutral_site,home_efg5,home_tov_rate5,home_orb_rate5,home_ftr5,home_poss5,away_efg5,away_tov_rate5,away_orb_rate5,away_ftr5,away_poss5,home_rating_margin,away_rating_margin,rating_margin_diff,home_off_rating,away_off_rating,off_rating_diff,home_def_rating,away_def_rating,def_rating_diff,home_tempo_rating,away_tempo_rating,tempo_rating_sum,home_conf,away_conf
400918290,2016-11-11,Villanova Wildcats,Lafayette Leopards,,,,,,,136,40,66.0,,,False,False,False,,,,,,,,,,,17.301073709488488,-4.945653284300779,22.246726993789267,,,,,,,,,,Big East,
400918291,2016-11-11,Xavier Musketeers,Lehigh Mountain Hawks,,,,,,,165,3,91.0,,,False,False,False,,,,,,,,,,,12.88059137639904,-1.176781253252167,14.057372629651208,,,,,,,,,,Big East,
400915217,2016-11-11,UNC Greensboro Spartans,Virginia Cavaliers,,,,,,,127,-25,59.0,,,False,False,False,,,,,,,,,,,3.3549346797466235,15.977350072623944,-12.622415392877322,,,,,,,,,,,ACC
400915215,2016-11-11,Louisville Cardinals,Evansville Purple Aces,,,,,,,125,31,70.0,,,False,False,False,,,,,,,,,,,13.356236140929065,-6.150771613832381,19.50700775476145,,,,,,,,,,ACC,MVC
400915705,2016-11-11,Gonzaga Bulldogs,Utah Valley Wolverines,,,,,,,161,23,77.0,,,False,False,False,,,,,,,,,,,23.854299613828257,5.147550641089132,18.706748972739124,,,,,,,,,,WCC,
400915182,2016-11-11,Purdue Boilermakers,McNeese Cowboys,,,,,,,174,44,79.0,,,False,False,False,,,,,,,,,,,18.93258727393362,-2.1395296998084774,21.072116973742094,,,,,,,,,,Big Ten,
400915485,2016-11-11,UCLA Bruins,Pacific Tigers,,,,,,,199,39,102.0,,,False,False,False,,,,,,,,,,,17.221933449702984,-2.103191357183825,19.32512480688681,,,,,,,,,,Big Ten,WCC
400915704,2016-11-11,Saint Mary's Gaels,Nevada Wolf Pack,,,,,,,144,18,71.0,,,False,False,False,,,,,,,,,,,14.548310717810889,10.02643297226562,4.521877745545266,,,,,,,,,,WCC,Mountain West
400916467,2016-11-11,UConn Huskies,Wagner Seahawks,,,,,,,125,-9,73.0,,,False,False,False,,,,,,,,,,,17.833658081378502,-2.9807236113127504,20.814381692691253,,,,,,,,,,Big East,
400915212,2016-11-11,Syracuse Orange,Colgate Raiders,,,,,,,138,28,74.0,,,False,False,False,,,,,,,,,,,9.07472792220201,2.0280270708293284,7.046700851372682,,,,,,,,,,ACC,
400916117,2016-11-11,West Virginia Mountaineers,Mount St. Mary's Mountaineers,,,,,,,146,28,67.0,,,False,False,False,,,,,,,,,,,15.282508629919976,-3.006160267443076,18.288668897363053,,,,,,,,,,Big 12,
400917464,2016-11-11,Creighton Bluejays,Kansas City Roos,,,,,,,171,7,89.0,,,False,False,False,,,,,,,,,,,14.514109727841817,-6.13053274873768,20.6446424765795,,,,,,,,,,Big East,
400918430,2016-11-11,Rhode Island Rams,Dartmouth Big Green,,,,,,,145,23,65.0,,,False,False,False,,,,,,,,,,,5.498631839383102,-1.898924771695998,7.3975566110791,,,,,,,,,,,
400916122,2016-11-11,Iowa State Cyclones,Savannah State Tigers,,,,,,,184,42,97.0,,,False,False,False,,,,,,,,,,,15.301867405398768,-12.674074462160618,27.975941867559385,,,,,,,,,,Big 12,
400915018,2016-11-11,Maryland Terrapins,American University Eagles,,,,,,,118,6,56.0,,,False,False,False,,,,,,,,,,,12.695141455510884,-5.6369406312055945,18.33208208671648,,,,,,,,,,Big Ten,
400919426,2016-11-12,Marshall Thundering Herd,North Carolina Central Eagles,,,,,,,150,12,67.0,,,False,False,False,,,,,,,,,,,5.5952810092041885,2.313577715147629,3.28170329405656,,,,,,,,,,,
400918844,2016-11-12,Georgetown Hoyas,South Carolina Upstate Spartans,,,,,,,165,45,103.0,,,False,False,False,,,,,,,,,,,4.890755050089343,-8.134558544067382,13.025313594156724,,,,,,,,,,Big East,
400918155,2016-11-12,Northern Iowa Panthers,Coe Kohawks,,,,,,,111,37,63.0,,,False,False,False,,,,,,,,,,,3.528384487253512,-3.04287413752241,6.571258624775922,,,,,,,,,,MVC,
