event_id,book,fetched_at,last_update,commence_time,home_team_name,away_team_name,market,period,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price
f410243c7a824572b0fcf886ad3bbac2,FanDuel,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:43+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,h2h,full_game,-110.0,-110.0,,,,,,,
f410243c7a824572b0fcf886ad3bbac2,FanDuel,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:43+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,spreads,full_game,,,-1.5,102.0,1.5,-124.0,,,
f410243c7a824572b0fcf886ad3bbac2,FanDuel,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:43+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,totals,full_game,,,,,,,139.5,-105.0,-115.0
f410243c7a824572b0fcf886ad3bbac2,BetRivers,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:30+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,h2h,full_game,-121.0,-106.0,,,,,,,
f410243c7a824572b0fcf886ad3bbac2,BetRivers,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:30+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,spreads,full_game,,,-0.5,-120.0,0.5,-105.0,,,
f410243c7a824572b0fcf886ad3bbac2,BetRivers,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:30+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,totals,full_game,,,,,,,139.5,-112.0,-112.0
f410243c7a824572b0fcf886ad3bbac2,BetOnline.ag,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:29+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,spreads,full_game,,,-1.0,-110.0,1.0,-110.0,,,
f410243c7a824572b0fcf886ad3bbac2,BetOnline.ag,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:29+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,totals,full_game,,,,,,,139.0,-110.0,-110.0
f410243c7a824572b0fcf886ad3bbac2,LowVig.ag,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:09+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,spreads,full_game,,,-1.0,-106.0,1.0,-106.0,,,
f410243c7a824572b0fcf886ad3bbac2,LowVig.ag,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:09+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,totals,full_game,,,,,,,139.0,-108.0,-108.0
f410243c7a824572b0fcf886ad3bbac2,DraftKings,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:06+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,h2h,full_game,-112.0,-108.0,,,,,,,
f410243c7a824572b0fcf886ad3bbac2,DraftKings,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:06+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,spreads,full_game,,,-1.5,105.0,1.5,-125.0,,,
f410243c7a824572b0fcf886ad3bbac2,DraftKings,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:06+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,totals,full_game,,,,,,,139.5,-105.0,-115.0
f410243c7a824572b0fcf886ad3bbac2,BetMGM,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:29+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,h2h,full_game,-110.0,-110.0,,,,,,,
f410243c7a824572b0fcf886ad3bbac2,BetMGM,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:29+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,spreads,full_game,,,-1.5,-102.0,1.5,-118.0,,,
f410243c7a824572b0fcf886ad3bbac2,BetMGM,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:29+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,totals,full_game,,,,,,,138.5,-110.0,-110.0
f410243c7a824572b0fcf886ad3bbac2,Bovada,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:33:58+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,spreads,full_game,,,1.0,-115.0,-1.0,-105.0,,,
f410243c7a824572b0fcf886ad3bbac2,Bovada,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:33:58+00:00,2026-02-18 23:00:00+00:00,Holy Cross Crusaders,Lafayette Leopards,totals,full_game,,,,,,,139.5,-110.0,-110.0
2a83074109598535d73f91c6857df8ca,BetOnline.ag,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:29+00:00,2026-02-18 23:00:00+00:00,Wofford Terriers,VMI Keydets,h2h,full_game,-1200.0,754.0,,,,,,,
2a83074109598535d73f91c6857df8ca,BetOnline.ag,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:29+00:00,2026-02-18 23:00:00+00:00,Wofford Terriers,VMI Keydets,spreads,full_game,,,-13.5,-110.0,13.5,-110.0,,,
2a83074109598535d73f91c6857df8ca,BetOnline.ag,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:29+00:00,2026-02-18 23:00:00+00:00,Wofford Terriers,VMI Keydets,totals,full_game,,,,,,,154.5,-110.0,-110.0
2a83074109598535d73f91c6857df8ca,LowVig.ag,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:09+00:00,2026-02-18 23:00:00+00:00,Wofford Terriers,VMI Keydets,h2h,full_game,-1200.0,754.0,,,,,,,
2a83074109598535d73f91c6857df8ca,LowVig.ag,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:09+00:00,2026-02-18 23:00:00+00:00,Wofford Terriers,VMI Keydets,spreads,full_game,,,-13.5,-106.0,13.5,-106.0,,,
2a83074109598535d73f91c6857df8ca,LowVig.ag,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:09+00:00,2026-02-18 23:00:00+00:00,Wofford Terriers,VMI Keydets,totals,full_game,,,,,,,154.5,-108.0,-108.0
2a83074109598535d73f91c6857df8ca,FanDuel,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:42+00:00,2026-02-18 23:00:00+00:00,Wofford Terriers,VMI Keydets,h2h,full_game,-1600.0,860.0,,,,,,,
2a83074109598535d73f91c6857df8ca,FanDuel,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:42+00:00,2026-02-18 23:00:00+00:00,Wofford Terriers,VMI Keydets,spreads,full_game,,,-14.5,-105.0,14.5,-115.0,,,
2a83074109598535d73f91c6857df8ca,FanDuel,2026-02-18 14:42:56.365949+00:00,2026-02-18 14:42:42+00:00,2026-02-18 23:00:00+00:00,Wofford Terriers,VMI Keydets,totals,full_game,,,,,,,154.5,-110.0,-110.0
